GeneID	Tiefora_v_NG_log2FoldChange	Gou_v_Moz_log2FoldChange	Ban_v_BanS_log2FoldChange	BanRe_v_BanS_log2FoldChange	Bak_v_Kis_log2FoldChange	VK7_v_Kis_log2FoldChange	Cameroon_v_NG_log2FoldChange	Chad_v_NG_log2FoldChange	Niger_v_NG_log2FoldChange	Nigeria_v_NG_log2FoldChange	Agboville_v_Mali_log2FoldChange	Agboville_v_NG_log2FoldChange	Dabou_v_Mali_log2FoldChange	Dabou_v_NG_log2FoldChange	Tiassale_v_Mali_log2FoldChange	Tiassale_v_NG_log2FoldChange	Cam_fun_v_Fang_log2FoldChange	Fumoz_v_Fang_log2FoldChange	Ghana_fun_v_Fang_log2FoldChange	Malawi_fun_v_Fang_log2FoldChange	Uganda_fun_v_Fang_log2FoldChange	Asendabo_v_Moz_log2FoldChange	Chewaka_v_Moz_log2FoldChange	Tolay_v_Moz_log2FoldChange	Ethiopia_v_Dongola_log2FoldChange	Bouake_gamb_exp_v_Bouake_Ki_log2FoldChange	Bouake_gamb_unexp_v_Bouake_Ki_log2FoldChange	Bouake_col_exp_v_Bouake_Ng_log2FoldChange	Bouake_col_unexp_v_Bouake_Ng_log2FoldChange	ContTia_v_CDI_Ng_log2FoldChange	DeltTia_v_CDI_Ng_log2FoldChange	MalaTia_v_CDI_Ng_log2FoldChange	PiriTia_v_CDI_Ng_log2FoldChange	BusiaParental_v_Kisumu_log2FoldChange	BusiaSurvivors_v_Kisumu_log2FoldChange	GeneName	GeneDescription
AGAP005033	0.78	0.04	0.53	-0.27	0.14	0.04	0.04	-0.22	0.3	0.25	0.3	0.79	0.42	0.9	0.75	1.24	0.01	-0.14	-0.05	-0.02	-0.17	0.14	-0.05	0.4	0.49	0.07	0.05	0.05	0.2	1.64	2.02	1.35	1.52	-0.49	-0.61	""	U3 small nucleolar RNA-associated protein 20 [Source:VB Community Annotation]
AGAP005826	1.22	-0.26	1.09	-0.06	0.59	0.93	-0.12	0	0	0.26	0.25	0.91	0.1	0.75	0.45	1.11	-0.03	-0.27	-0.09	-0.11	-0.36	0.11	0.26	0.24	0.22	0.11	0.19	0.04	0.22	0.89	0.49	0.55	0.83	-0.1	-0.39	""	""
AGAP000637	-1.12	0.01	-0.53	1.01	-0.3	0.34	-0.2	0.47	0.43	0.75	-0.26	-0.51	-0.51	-0.77	-0.96	-1.21	0.66	0.6	0.69	0.79	0.64	1.16	0.96	1	0.25	-0.56	-0.44	-0.25	0.05	0.04	-0.76	-0.12	-0.02	-0.33	0.58	""	solute carrier family 6 (neurotransmitter transporter, amino acid/orphan) [Source:VB Community Annotation]
AGAP006165	0.85	-0.47	0.88	-0.23	0.49	0.49	0.04	-0.31	0.32	0.36	0.95	1.34	0.91	1.3	1.32	1.71	0.08	-0.08	0	0.08	-0.11	0.65	0.56	0.89	0.41	-0.18	0.08	-0.12	0.11	0.87	0.82	0.55	0.97	-0.18	-0.25	""	E1A-binding protein p400 [Source:VB Community Annotation]
AGAP007793	-2.5	0.98	0.26	0.64	0.64	0.03	-0.03	-0.83	-0.48	-0.3	-0.65	-0.76	-1.17	-1.28	0.22	0.1	-0.22	-0.04	-0.38	-0.02	0.13	-0.11	-0.5	0.25	0.37	-0.55	-1.59	-1.49	-1.05	-2.44	-0.67	-0.99	-1.42	0.94	0.37	""	Regucalcin protein [Source:VB Community Annotation]
AGAP001800	-1.21	0.2	-0.5	1.1	-0.25	0.21	-0.44	-0.27	0.14	0.42	-0.32	-0.59	-0.36	-0.64	-0.64	-0.93	0.49	-0.09	0.65	0.51	0.49	0.68	0.62	0.67	0.1	-0.59	-0.65	-0.58	-0.2	-0.25	-0.88	-0.47	-0.35	0.07	1.29	""	Synaptotagmin [Source:VB Community Annotation]
AGAP005913	1.12	-0.15	0.88	-0.21	0.75	0.42	-0.13	-0.52	-0.28	-0.18	0.3	0.54	0.26	0.49	0.46	0.69	0.51	0.53	0.72	0.6	0.58	1.9	1.59	2.01	-0.1	0.16	0.39	-0.04	-0.08	0.13	0.25	0.13	0.13	0.22	0.06	""	guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [Source:VB Community Annotation]
AGAP007065	1.14	-0.38	1.14	0.04	0.91	0.42	0.06	-0.24	-0.33	0.14	-0.08	-0.2	-0.03	-0.17	0.1	-0.03	-0.15	-0.09	-0.05	-0.07	-0.17	-0.38	-0.12	-0.04	-0.08	-0.09	0.32	-0.13	-0.21	0.02	0.05	-0.18	0.09	0.38	0.43	""	transcription factor CP2 and related proteins [Source:VB Community Annotation]
AGAP010675	-1.15	-0.15	-0.42	0.55	-0.37	0.1	-0.52	-0.62	-0.67	-0.55	-0.44	-0.41	-0.64	-0.61	-0.76	-0.73	0.11	1.39	-0.16	-0.62	-0.26	0.01	0	0.16	-0.12	-0.72	-0.55	-0.37	-0.42	-0.78	-0.88	-0.52	-0.73	0.13	0.42	LRIM18	leucine-rich immune protein (Coil-less) [Source:VB Community Annotation]
AGAP006756	1.16	-0.66	1.88	0.64	1	0.65	0.98	1.48	1.5	1.46	-0.39	-0.31	-0.57	-0.49	-0.4	-0.32	0.96	0.32	1.06	0.8	1.07	0	-0.3	-0.03	0.34	0.05	0.52	0.89	0.23	0.32	0.11	0.36	0.45	1.09	1.65	""	""
AGAP000104	-1.2	-0.62	-0.33	0.83	-0.1	1.26	-0.03	0.62	0.16	0.23	-0.3	-0.63	-0.47	-0.81	-1.3	-1.63	0.02	0.03	0.04	-0.07	0.09	1	0.79	1.02	0.38	0.54	0.07	0.73	1.15	1.27	0.79	1.23	1.27	-0.09	1.16	""	""
AGAP002176	-1.19	-0.24	-0.2	1.31	-0.74	-0.16	-0.12	0.49	0.57	0.64	-0.1	-0.34	-0.17	-0.42	-0.71	-0.96	0.01	0.05	0.24	0.23	0.21	0.66	0.7	0.71	0.02	-0.83	-0.45	-0.66	-0.24	-0.25	-1.02	-0.76	-0.59	-0.55	0.49	""	proprotein convertase subtilisin/kexin type 2 [Source:VB Community Annotation]
AGAP000332	0.74	-0.18	0.77	-0.12	-0.17	-0.03	-0.43	-1.02	-0.63	-0.62	0.4	-0.16	0.43	-0.14	0.53	-0.04	0.15	0	0.17	0.16	0.06	0.57	0.57	0.79	0.1	-0.31	-0.07	0.32	0.27	0.56	1.25	0.14	0.51	-0.51	-0.69	Vir	protein virilizer [Source:VB Community Annotation]
AGAP009518	-1.16	-0.1	-0.36	0.8	-0.27	-0.17	-0.2	-0.23	0.31	0.53	0.42	-0.88	0.64	-0.68	0.13	-1.19	0.66	0.63	0.77	0.84	0.77	0.22	0.18	0.2	0.15	-1.21	-1.12	-0.48	-0.34	-0.97	-1.33	-0.88	-0.67	0.29	1.06	""	""
AGAP010498	1.32	0.63	0.95	-0.14	-0.1	-0.5	0.68	0.7	0.94	0.78	-0.8	0.4	-0.35	0.85	-0.43	0.77	-0.07	0.46	-0.17	0.08	-0.02	0.14	0.14	0.5	-0.08	0.26	-0.01	0.67	0.56	1	1.47	0.68	1.06	-0.35	-0.7	""	RNA 3'-terminal phosphate cyclase-like protein [Source:VB Community Annotation]
AGAP011106	2.55	-1.12	0.56	-0.01	1.37	1.34	2.07	1.91	1.91	1.63	-2.06	-2.51	-1.56	-2	-1.31	-1.75	-1.35	1.53	-1.9	-2.01	-0.87	-1	-0.9	-1.56	2.05	1.17	1.51	0.73	1.42	1.84	1.17	1.38	0.95	2.93	3.34	""	""
AGAP000965	-1.24	-0.39	-0.19	1.39	-0.47	-0.42	-0.36	-0.02	0.23	0.54	0.45	-0.13	0.12	-0.48	-0.02	-0.62	0.25	0.35	0.22	0.21	0	1.56	1.38	1.65	0.11	-0.87	-0.68	-0.5	-0.14	-0.77	-1.73	-0.96	-0.65	-0.28	0.62	""	ELAV (embryonic lethal, abnormal vision Drosophila)-like [Source:VB Community Annotation]
AGAP000188	-0.89	-0.21	-0.87	0.75	-0.11	0.24	-0.01	0.44	0.55	0.52	0.2	-0.73	-0.23	-1.16	-0.11	-1.05	0.56	-0.04	0.59	-0.23	0.57	0.09	0.37	-0.21	0.07	-0.58	-0.66	-0.48	-0.43	-0.52	-1.44	-0.4	-0.52	-0.02	0.92	""	Uridine phosphorylase [Source:UniProtKB/TrEMBL;Acc:Q7PFX7]
AGAP004827	-1.33	0.1	-0.45	0.7	-0.38	-0.64	-0.34	0.15	0.84	1.01	0.53	-0.38	0.2	-0.72	0.3	-0.62	0.78	0.7	0.64	0.74	0.56	1.05	0.97	1.07	0.7	-0.66	-0.47	-0.59	-0.45	-0.93	-1.24	-0.76	-0.8	-0.31	0.33	""	""
AGAP000308	0.83	0.15	0.58	-0.11	-0.23	0.4	-0.23	-0.47	-0.35	-0.51	-0.22	0.32	0.09	0.63	0.02	0.56	-0.06	-0.31	-0.05	-0.03	-0.02	0.17	-0.02	0.35	0.01	0.22	0.2	0.61	0.43	0.77	0.84	0.57	0.78	-0.9	-1.16	""	proteasome activator subunit 3 (PA28 gamma) [Source:VB Community Annotation]
AGAP001899	1.74	-1.73	1.09	-0.48	-0.91	0.93	-0.18	-0.97	-1.06	-1	0.25	-0.43	-0.31	-1	0.2	-0.47	0.81	1.2	0.78	0.78	0.7	0.07	0	-0.38	0.01	-0.57	-0.07	0.03	-0.74	-1.87	-0.52	-1.97	-1.68	-1.68	-1.58	""	fatty acid synthase, animal type [Source:VB Community Annotation]
AGAP010604	-1.27	0.56	-0.39	0.81	-0.5	-0.23	-0.4	0.62	0.52	0.55	0.04	0.46	-0.03	0.38	-0.79	-0.38	-0.14	0	0.01	0.34	0.03	0.89	0.8	0.63	1.09	-0.6	-0.46	-0.77	-0.71	-0.9	-1.13	-0.92	-1.03	-0.72	-0.21	""	Insulin-like peptide 3 precursor [Source:VB Community Annotation]
AGAP029107	-0.9	0	0.05	1.06	-0.61	-0.2	-0.38	0.04	0.01	0.2	-0.18	-0.17	-0.4	-0.39	-0.73	-0.73	0.1	0.37	0.37	0.24	0.13	0.72	0.67	0.68	-0.41	-0.57	-0.32	-0.44	-0.41	-0.92	-1.12	-0.91	-0.96	-0.06	0.22	""	""
AGAP007992	-1.27	0.18	-0.66	0.93	-0.36	0.2	-0.03	0.33	0.7	1.23	0.1	-0.23	0	-0.33	-0.21	-0.55	0.62	0.7	0.62	0.66	0.4	1.14	0.98	1.02	0.22	-0.88	-0.84	-0.8	-0.13	-0.44	-1.26	-0.68	-0.49	0.1	1.61	""	Vesicular glutamate transporter 2 [Source:VB Community Annotation]
AGAP004476	-1.21	0.39	-0.88	0.61	-0.28	0.1	-0.22	0.19	0.74	0.91	-0.35	-1.37	-0.73	-1.76	-0.61	-1.64	0.38	0.45	0.51	0.42	0.41	0.26	0.01	0.19	0.34	-0.81	-0.71	-0.83	-0.37	-1.17	-1.37	-0.93	-0.91	0.37	1.56	""	solute carrier family 18 (vesicular monoamine), member 2 [Source:VB Community Annotation]
AGAP013333	-0.47	0.18	-0.36	-0.04	0.74	-0.05	-0.22	0.07	-0.07	-0.16	-0.03	0.27	-0.06	0.23	0.1	0.4	0.56	0.8	1.03	0.93	1.45	-0.2	-0.24	-0.15	-3.06	-0.33	-0.19	-0.51	-0.57	-0.51	-0.57	-0.44	-0.47	-0.1	0.21	""	Phosphate carrier, mitochondrial [Source:VB Community Annotation]
AGAP005916	1.05	-0.24	0.89	-0.04	0.34	0.95	0.25	-0.16	-0.23	-0.29	0.14	-0.14	0.28	0	0.12	-0.15	-0.25	-0.14	0.09	0.05	0.06	-0.4	-0.6	-0.47	-0.66	0.08	0	0.12	0.02	-0.28	0	-0.14	-0.18	0.07	0.04	""	ubiquitin-conjugating enzyme E2 M [Source:VB Community Annotation]
AGAP009563	0.76	0.39	0.22	-0.2	0.12	-0.57	0.39	0.37	0.84	0.76	-0.32	-0.2	0.06	0.18	0.19	0.31	0.02	-0.22	0.07	-0.01	0.08	-0.95	-0.57	-0.62	0.18	-0.57	-0.01	-0.17	-0.43	-0.45	-0.59	-0.73	-0.48	0.09	0.23	""	myotubularin related protein 2 [Source:VB Community Annotation]
AGAP004382	-2.05	-1.01	-1.34	-0.45	0.21	-0.94	0.31	-0.79	-0.28	-1.33	-2.11	-1.21	-2.65	-1.77	-2.06	-1.18	0.32	-0.05	0.49	0.12	0.5	-1.66	-1.28	-1.62	-1.7	-0.72	-0.04	-0.98	-0.97	-2.25	-2.34	-2.82	-2.92	-0.84	-0.34	GSTD3	glutathione S-transferase delta class 3 [Source:VB Community Annotation]
AGAP002184	-1.32	-0.34	-0.17	0.97	-0.46	-0.24	-0.14	0.45	0.46	0.79	0.04	-0.43	-0.06	-0.54	-0.33	-0.81	0.66	0.63	0.66	0.59	0.6	0.84	0.82	1.1	0.37	-0.52	-0.41	-0.46	-0.07	-0.09	-0.74	-0.37	-0.16	-0.6	0.28	""	""
AGAP006890	0.98	-0.19	0.71	-0.13	0.44	0.57	-0.15	-0.38	-0.32	-0.14	0.56	0.61	0.68	0.72	0.72	0.77	0.01	0.12	0.05	0.05	0.05	-0.57	-0.64	-0.57	-0.29	0.13	0.27	0.02	0.17	0.56	0.53	0.45	0.68	-0.35	-0.51	Arf3	ADP-ribosylation factor 3 [Source:VB Community Annotation]
AGAP000342	-1.57	0.08	-0.47	0.71	-0.64	-0.7	-0.45	0.53	0.79	0.59	-0.09	-0.35	-0.33	-0.6	-0.24	-0.51	0.41	0.96	0.18	0.14	0.25	1.44	1.27	1.35	-0.04	-1.09	-0.97	-1.02	-0.49	0.58	-0.5	-0.06	-0.02	-0.42	0.81	""	inhibin, beta [Source:VB Community Annotation]
AGAP007928	-1.16	0.03	-0.57	1.05	-0.23	0	-0.09	0.03	0.48	0.8	0.51	-0.1	0.43	-0.19	0.42	-0.2	0.59	0.52	0.68	0.63	0.64	1.1	1.01	1.03	0	-0.7	-0.74	-0.47	-0.19	-0.27	-0.98	-0.23	-0.17	0.17	1.46	""	Turtle protein, isoform [Source:VB Community Annotation]
AGAP012635	2.63	1.37	2.82	-0.71	2.77	2.64	1.34	2.21	2.69	3.04							0.42	0.37	0.69	0.82	0.85	-0.81	0.07	0.46	0.08	0.55	2.18	0.36	0.13	0.62	0.68	0.91	1.25	1.21	0.6	""	""
AGAP003638	1.18	-0.51	0.47	0.23	0.25	-1.16	-0.64	-0.05	0.47	0.47	0.27	-0.71	0.35	-0.64	0.67	-0.31	-0.03	-0.06	0.01	0.12	-0.11	-0.21	-0.59	-0.45	0.34	-0.45	0.13	-0.64	-1.44	-1.33	-0.63	-1.11	-0.96	0.88	0.35	""	""
AGAP005674	-1.13	0.17	-0.59	0.95	-0.41	-0.19	-0.06	0.06	0.36	0.37	0.08	-0.53	-0.01	-0.63	-0.09	-0.71	0.41	0.46	0.79	0.64	0.65	0.36	0.22	0.05	-0.01	-0.53	-0.65	-0.45	-0.11	-0.67	-1	-0.57	-0.56	-0.04	1.09	""	Miple [Source:VB Community Annotation]
AGAP008862	1.66	0.06	1.15	-0.09	-0.24	0.85	0.48	0.09	1.07	0.68	0.09	0.27	0.25	0.41	0.82	0.99	-0.49	-0.61	-0.42	-0.42	-0.5	-0.28	-0.37	-0.03	0.71	-0.12	0.15	0	0.12	1.62	1.92	1.6	1.71	-0.3	0	""	aubergine [Source:VB Community Annotation]
AGAP000329	-1.66	0.09	-0.33	1.17	-0.77	-0.14	-0.37	-0.14	0.19	0.82	0.44	-0.15	0.1	-0.51	0.26	-0.35	0.49	0.35	0.29	0.27	0.09	1.18	0.87	1.2	0.14	-0.65	-0.59	-0.14	0.18	0.49	-0.79	0.25	0.39	-0.16	1.07	alpha3	nicotinic acetylcholine receptor subunit alpha 3 [Source:VB Community Annotation]
AGAP008143	-1.32	-1.17	0.41	1.11	-0.3	0.26	1.42	1.17	1.23	1.14	-0.36	-1.31	-0.3	-1.25	-1.72	-2.67	-0.19	-0.23	0	-0.28	-0.31	1.09	0.5	1.04	0.59	0.03	0.05	1.29	1.64	1.56	1.72	1.65	1.78	0.09	0.71	""	""
AGAP010800	0.64	0.02	0.75	0.01	-0.34	-0.02	-0.45	-0.82	-0.47	-0.27	-0.17	0.35	-0.02	0.49	0.11	0.63	-1.33	-0.7	-0.3	-0.37	-0.82	0.39	0.07	0.61	-0.2	-0.35	-0.28	0.33	0.31	1.41	1.04	0.92	1.27	-0.93	-1.06	""	nuclear protein NHN1 [Source:VB Community Annotation]
AGAP007761	-1.03	-0.19	-0.35	1.46	-0.78	-0.41	0.08	0.55	0.78	0.95	0	-0.52	-0.13	-0.66	-0.39	-0.92	0.54	0.48	0.44	0.44	0.43	1.04	0.72	0.96	-0.03	-0.64	-0.56	-0.27	-0.1	-0.65	-1.14	-0.73	-0.66	-0.69	0.56	""	Complement control protein [Source:VB Community Annotation]
AGAP005079	1.28	0.56	-0.74	0.63	0.11	-1.36	-0.55	0.42	0.87	0.94	-0.42	-1.35	-0.02	-0.96	-0.76	-1.71	0.36	0.23	0.43	0.38	0.31	-0.46	-0.71	-0.44	0.06	-1.13	-0.67	-0.9	-1.64	-1.86	-1.51	-1.22	-0.59	0.39	1.26	""	guanine nucleotide-binding protein G(q) alpha subunit [Source:VB Community Annotation]
AGAP009447	0.96	-0.87	0.83	-0.3	0.39	0.23	-0.58	-1.41	-1.31	-1.15	-0.35	-0.89	-0.42	-0.96	-0.88	-1.42	-0.36	-0.3	-0.16	-0.3	-0.35	-0.34	-0.54	-0.19	-0.73	0.6	0.94	0.63	0.49	0.43	1.25	0.02	0.45	-1.04	-1.41	""	S-adenosylmethionine synthetase [Source:VB Community Annotation]
AGAP028511	-0.77	-0.3	-0.04	0.17	0.37	0.76	-0.35	-0.54	-0.36	-0.35	0.18	0.03	0.06	-0.09	0.12	-0.02	-0.64	1.51	-0.36	-0.03	-0.51	0.27	0.19	0.54	0.17	-0.08	0.11	-0.17	-0.07	0.39	0.26	0.16	0.36	-0.01	-0.21	""	""
AGAP008282	2.21	-0.96	-1.89	-0.39	-0.42	-0.39	2.37	0.87	1.46	2	-2.63	0.22	-2.97	-0.12	-2.91	-0.05	0.49	0.47	0.24	0.44	1.11	-0.77	-0.28	-0.94	-0.87	-0.68	-2.01	0	0.46	-1.63	-0.38	-0.84	-1.17	0.49	0.81	D7r2	D7 short form salivary protein [Source:VB Community Annotation]
AGAP009595	-0.91	0.39	-0.79	0.53	-0.01	0.36	0.05	0.19	0.42	0.52	0.23	-0.52	0.03	-0.72	-0.03	-0.78	0.59	0.5	0.63	0.69	0.64	-0.44	-0.4	-0.29	-0.44	-0.33	-0.35	-0.17	0.17	-0.74	-1.21	-0.85	-0.94	0.22	1.09	""	sodium/potassium-transporting ATPase subunit beta [Source:VB Community Annotation]
AGAP001200	1.57	-1.01	1	-0.26	-0.28	-0.14	-0.43	-1.18	-1.31	-1.08	0.78	-0.06	0.8	-0.04	1.07	0.24	0.32	0.79	0.4	0.87	0.64	0.26	-0.19	-0.24	-1.1	0.13	-0.14	0.53	-0.57	-0.21	1.22	0.08	-0.1	-0.93	-1.01	""	glycogen debranching enzyme [Source:VB Community Annotation]
AGAP006772	-0.98	-0.27	0.13	1.33	-0.46	-0.04	-0.16	0.51	0.6	0.74	-0.01	-0.35	-0.03	-0.37	-0.3	-0.64	0.88	0.61	0.68	0.61	0.5	1.12	0.96	1.03	-0.23	-0.68	-0.46	-0.51	-0.09	-0.71	-1.55	-1.09	-0.92	-0.37	0.7	""	""
AGAP001526	1.14	0.43	0.6	-0.18	-0.13	-0.13	0.12	0.17	0.39	0.13	-0.17	-0.35	0.09	-0.1	0.12	-0.07	1.39	1.17	0.93	1.07	1.25	0.11	0.01	0.45	-0.26	0.25	0.27	0.89	0.71	0.93	1.28	0.78	0.96	-0.41	-0.45	""	RIO kinase 2 [Source:VB Community Annotation]
AGAP006645	0.75	0.19	0.68	0.35	0.09	0.07	-0.16	-0.18	-0.14	0.01	0.51	-0.06	0.4	-0.18	0.64	0.06	0.08	0.25	0.44	0.3	0.48	-0.4	-0.42	-0.18	-0.72	-0.07	0.29	0.22	-0.17	-0.47	-0.1	-0.49	-0.34	-0.05	-0.59	""	""
AGAP005088	-0.76	0.19	-0.37	-0.07	0.06	0.15	0.09	-0.01	-0.04	0.16	0.59	0.59	0.92	0.92	0.5	0.49	0.13	0.07	0.16	0.16	-0.04	-0.27	-0.53	-0.41	-0.36	-0.21	0.19	-0.23	-0.08	-1.37	-1.85	-1.87	-1.49	0.77	0.81	""	""
AGAP006108	1.14	-1.01	1.17	0.06	1.08	0.63	0.07	-1.8	-0.29	-0.5	0.39	-0.03	0.57	0.14	0.84	0.41	0.05	0.14	0.19	0.45	0.29	-0.08	0.27	0	-0.23	0	0.58	0.52	-0.1	-0.49	0.24	-0.63	-0.29	-0.45	-1	""	""
AGAP010456	-0.88	-0.29	-0.41	0.98	-0.07	0.17	-0.14	0.13	0.35	0.56	0.31	-0.32	0.24	-0.4	-0.16	-0.8	1.74	2.97	1.12	1.97	1.47	0.66	0.49	0.67	0.14	-0.37	-0.1	-0.17	-0.03	-0.59	-0.75	-0.51	-0.52	0.26	1.16	""	""
AGAP006590	-1.13	-0.63	0.07	1.66	-0.47	-0.36	-0.15	0.06	0.56	0.92	0.82	0.01	0.64	-0.18	0.74	-0.08	0.77	0.61	0.8	0.71	0.46	1.53	1.46	1.22	0.28	-0.17	-0.18	0.38	0.4	0.23	-0.87	-0.16	0.28	-0.63	0.43	""	T-lymphoma invasion and metastasis-inducing protein 1 [Source:VB Community Annotation]
AGAP010817	-1.43	0.35	-0.62	0.7	-0.28	-0.29	-0.24	0.19	0.65	1.16	0.38	-0.15	0.21	-0.32	0.14	-0.4	0.43	0.42	0.35	0.34	0.08	0.94	0.8	1.08	1.06	-0.39	-0.45	-0.74	-0.25	-0.59	-1.4	-0.72	-0.62	0.08	0.66	""	""
AGAP006452	1.14	-0.76	-0.41	0.66	0.02	-0.02	0.04	-0.64	-0.48	-0.1	-0.58	-1.3	-0.68	-1.39	-0.39	-1.1	0.87	0.44	0.71	1.1	1.59	0.32	-0.16	0.14	-0.41	0.84	0.01	0.95	0.66	-1.64	-0.45	-0.92	-1.22	0.29	1.42	""	""
AGAP005241	-2.86	1.51	-0.38	-0.23	-0.31	1.04	-0.25	-1.38	-2.23	-1.46	0.33	1.33	-0.03	0.97	-0.34	0.66	1.15	0.69	1.45	0.96	1.26	-0.76	-0.32	-0.78	-0.07	-0.23	0.89	-2.56	-2.42	0.8	-0.94	-0.28	-0.73	-1.2	-1.05	""	""
AGAP003839	-0.62	-0.06	-0.14	-0.47	0.21	0.23	-0.13	-0.56	-0.67	-0.19	0.46	-0.21	0.3	-0.39	0.66	-0.02	0.43	0.15	0.44	0.38	0.42	-0.56	-0.14	-0.7	-0.32	0.1	0.4	0.08	0.16	-0.5	-0.37	-0.42	-0.4	0.2	-0.02	""	Fem-1 homolog c [Source:VB Community Annotation]
AGAP000213	-1.71	-0.58	-0.46	1.02	0.97	1.32	-0.26	0.25	-0.31	-1.09	0.01	-1.29	0.21	-1.1	-1.59	-2.91	0.38	0.08	0.01	-0.59	-0.11	1.52	1.84	1.57	-0.28	0.48	0.38	0.54	0.82	1.37	0.79	0.82	1.5	-0.09	0.92	""	ankyrin repeat and SOCS box protein 17 [Source:VB Community Annotation]
AGAP005292	-1.24	0.37	-0.45	0.95	-0.46	-0.22	-0.48	0.27	0.44	0.73	0.83	-0.13	0.74	-0.23	1.34	0.37	0.48	0.43	0.38	0.39	0.05	1.71	1.68	1.82	-0.01	-0.76	-0.93	-0.38	0.01	-1.15	-2.25	-1.27	-1.09	-0.15	1.01	""	nucleolysin TIA-1/TIAR [Source:VB Community Annotation]
AGAP028501	-1.23	0.07	-0.42	1.2	-0.35	-0.22	-0.36	0.12	0.4	0.61	0.12	-0.36	0.01	-0.47	-0.28	-0.76	0.75	-0.3	0.64	0.64	0.72	1.53	1.19	1.38	-0.04	-0.62	-0.61	-0.52	-0.31	-0.17	-1.09	-0.26	0.01	-0.3	1.09	""	""
AGAP002366	-1.27	0.15	-0.64	1.15	-0.42	-0.19	0.06	0.29	0.74	1.16	0.09	-0.68	0.02	-0.75	-0.31	-1.09	0.65	0.59	0.74	0.61	0.63	0.88	1.08	1.06	-0.11	-0.84	-0.56	-0.72	-0.1	-0.59	-1.43	-1.01	-0.92	0	1.33	""	high affinity choline transporter [Source:VB Community Annotation]
AGAP002577	-1.25	0.04	-0.53	1.07	-0.5	-0.1	-0.14	0.17	0.47	0.87	0.34	-0.08	0.02	-0.41	0.31	-0.12	1.05	0.61	0.52	0.59	0.36	0.85	0.78	0.9	0.31	-0.98	-0.48	-0.9	-0.29	0.1	-1.31	-0.75	-0.71	-0.14	1.2	""	voltage-dependent p/q type calcium channel [Source:VB Community Annotation]
AGAP009183	-1.44	0.16	-0.68	1	-0.18	-0.25	-0.51	0.41	0.33	0.65	-0.06	-0.45	-0.29	-0.68	-0.59	-0.99	0.93	0.95	0.91	0.72	0.69	1.4	0.84	1.37	0.46	-0.89	-1.01	-0.42	-0.19	-0.79	-1.72	-1.05	-0.88	-0.2	1.02	""	defective proboscis extension response [Source:VB Community Annotation]
AGAP000833	-1.2	0.23	-0.18	1	-0.67	-0.46	-0.5	0.47	0.67	0.72	-0.36	-0.99	-0.61	-1.24	-0.9	-1.53	0.85	0.46	0.96	0.7	0.83	1.05	0.99	1.24	0.33	-0.71	-0.44	-0.58	-0.54	-1.14	-1.64	-1.26	-1.25	-1.23	-1.05	MIP	myoinhibitory-like peptide [Source:VB Community Annotation]
AGAP007479	-1.47	-0.36	0.09	0.02	0.61	1.43	-0.83	-1.58	-2.23	-2.42	0.12	0.95	-0.54	0.29	-0.31	0.51	-1.02	-0.81	-0.7	-0.84	-0.59	1.4	2.04	0.91	-0.89	0.69	0.23	0.26	0.31	0.23	0.93	0.76	0.07	-0.85	-0.56	""	methylenetetrahydrofolate reductase (NADPH) [Source:VB Community Annotation]
AGAP005802	0.6	0.28	0.52	-0.19	0.78	0.41	-0.14	0.18	-0.02	-0.1	-0.01	0.05	-0.02	0.03	0.06	0.13	-0.19	-0.02	0.17	0.19	0.08	0.39	0.3	0.48	-0.65	-0.12	-0.01	-0.22	-0.26	0.18	0.39	0.12	0.16	-0.05	0.18	RpL8	60S ribosomal protein L8 [Source:UniProtKB/Swiss-Prot;Acc:Q9U9L2]
AGAP000558	-0.66	-0.24	-0.26	0.05	0.36	0.44	-0.21	-0.5	-0.34	0.06	0.56	0.05	0.66	0.15	0.74	0.22	0.03	-0.06	0.01	0.09	-0.02	-0.39	-0.44	-0.46	0.46	0.27	0.34	-0.18	0.07	0.56	-0.16	0.21	0.38	0.08	0.18	""	mannosyl-oligosaccharide alpha-1,2-mannosidase [Source:VB Community Annotation]
AGAP002916	-1	0.09	-0.53	0.38	-0.19	0.19	-0.95	-1.15	-1.11	-0.67	-0.07	-0.82	-0.18	-0.95	0.02	-0.74	0.37	0.18	0.26	0.47	0.48	0.6	0.46	0.49	-0.13	-0.61	-0.69	-0.28	-0.2	-1.28	-1.45	-1.24	-1.43	0.08	0.85	""	""
AGAP006990	0.72	0.07	0.7	-0.15	0.05	0.3	-0.06	-0.33	-0.07	0.04	0.3	0.77	0.2	0.66	0.26	0.73	0.02	-0.3	-0.03	0.01	-0.21	0.81	0.47	0.86	0.09	0.14	-0.06	0.08	0.03	1.08	0.92	0.8	1.14	-0.72	-0.84	""	AT-rich interactive domain-containing protein 2 [Source:VB Community Annotation]
AGAP010182	-1.1	-0.32	0.17	0.02	0.25	0.09	-0.63	-0.51	-0.4	-0.57	-0.09	-0.56	0.11	-0.37	-0.09	-0.57	-0.27	-0.41	-0.27	-0.16	-0.37	0.11	0.04	0.2	-0.27	0.31	0.02	-1.15	-0.87	-0.71	-0.4	-0.64	-0.6	0.1	-0.14	""	WD repeat-containing protein 32 [Source:VB Community Annotation]
